Scheme Code,Scheme_Name,ISIN Div Payout/ISIN Growth,ISIN Div Reinvestment,NAV,Repurchase Price,Sale Price,Date,Rolling_Volatility
,UTI Fixed Term Income Fund - Series XXXV-I (1260 Days) - Regular Plan - Flexi IDCW Option,,,11.7564,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-I (1260 Days) - Regular Plan - Growth Option,,,11.7572,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-I (1260 Days) - Regular Plan - Maturity IDCW Option,,,11.7572,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-I (1260 Days) - Regular Plan - Quarterly IDCW Option,,,11.7572,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-II (1223 Days) - Direct Plan - Annual IDCW Option,,,11.1992,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-II (1223 Days) - Direct Plan - Flexi IDCW Option,,,11.7536,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-II (1223 Days) - Direct Plan - Growth Option,,,11.74,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-II (1223 Days) - Direct Plan - Maturity IDCW Option,,,11.7399,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-II (1223 Days) - Direct Plan - Quarterly IDCW Option,,,11.7417,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-II (1223 Days) - Regular Plan - Annual IDCW Option,,,11.1034,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-II (1223 Days) - Regular Plan - Flexi IDCW Option,,,11.6425,,,2025-03-17,
,UTI Fixed Term Income Fund - Series XXXV-II (1223 Days) - Regular Plan - Maturity IDCW Option,,,11.6409,,,2025-03-17,
,Nippon India Fixed Horizon Fund-XLV-Series 5-Regular Plan-Growth Option,,,11.7662,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 79 (1170 Days) - Regular Plan - Growth,,,11.572,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 79 (1170 Days) - Direct Plan - Growth,,,11.6027,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,12.3318,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) - Regular Plan - Growth,,,12.2659,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,12.2659,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 50 (1843 Days) - Direct Plan - Growth,,,12.2013,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 50 (1843 Days) - Direct Plan - Income Distribution Capital Withdrawal Option (IDCW),,,12.2013,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 50 (1843 Days) - Regular Plan - Growth,,,12.1275,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 50 (1843 Days) - Regular Plan -Income Distribution Capital Withdrawal Option (IDCW),,,12.1275,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 51 (1846 Days) - Direct Plan - Growth,,,12.1873,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 51 (1846 Days) - Direct Plan - Income Distribution Capital Withdrawal Option (IDCW),,,12.1878,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 51 (1846 Days) - Regular Plan - Growth,,,12.1258,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 51 (1846 Days) - Regular Plan - Income Distribution Capital Withdrawal Option (IDCW),,,12.1259,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 52 (1848 Days) - Direct Plan - Growth,,,12.1721,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 52 (1848 Days) - Direct Plan - Income Distribution Cum Withdrawal (IDCW),,,12.1721,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 52 (1848 Days) - Regular Plan - Growth,,,12.1136,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 52 (1848 Days) - Regular Plan - Income Distribution Cum Withdrawal (IDCW),,,12.1136,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 53 (1839 Days) - Direct Plan - Growth,,,12.1775,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 53 (1839 Days) - Direct Plan - Income Distribution Cum Withdrawal Option (IDCW),,,12.1775,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 53 (1839 Days) - Regular Plan - Growth,,,12.1266,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 53 (1839 Days) - Regular Plan - Income  Distribution Cum Withdrawal Option (IDCW),,,12.1266,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 54 (1842 Days) - Direct Plan - Growth,,,12.1576,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 54 (1842 Days) - Direct Plan - Income Distribution Cum Withdrawal Option (IDCW),,,12.158,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) - Direct Plan - Growth,,,12.3319,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 54 (1842 Days) - Regular Plan - Growth,,,12.1054,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,12.1947,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,12.2631,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 1 (3668 Days) - Direct Plan - Growth,,,16.09,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 1 (3668 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,16.1009,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 1 (3668 Days) - Regular Plan - Growth,,,15.8989,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 1 (3668 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,15.8988,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 34 (3682 Days) - Direct Plan - Growth,,,13.5601,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 34 (3682 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,13.5601,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 34 (3682 Days) - Regular Plan - Growth,,,13.4068,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 34 (3682 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,13.4069,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 41 (1498 Days) - Direct Plan - Growth,,,12.545,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 41 (1498 Days) - Regular Plan - Growth,,,12.4643,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 41 (1498 Days) Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,12.545,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 41 (1498 Days) Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,12.4643,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Direct Plan - Growth,,,12.4674,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,12.4674,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Regular Plan - Growth,,,12.3994,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,12.3995,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) Series 47 (1434 Days) - Direct Plan - Growth,,,12.2903,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) Series 47 (1434 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,12.2903,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) Series 47 (1434 Days) - Regular Plan - Growth,,,12.2255,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) Series 47 (1434 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,12.2255,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) - Direct Plan - Growth,,,12.263,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) - Regular Plan - Growth,,,12.1947,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 79 (1170 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Payout,,,11.6031,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 54 (1842 Days) - Regular Plan - Income Distribution Cum Capital Withdrawal Option (IDCW),,,12.1054,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 55 (1849 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,12.1294,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 60 (1878 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,11.9989,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP)- Series 61 (1927 Days)- Direct Plan- Growth option,,,12.0815,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP)- Series 61 (1927 Days)- Direct Plan- Income Distribution Cum Capital withdrawal option,,,12.0816,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP)- Series 61 (1927 Days)- Regular Plan- Growth option,,,12.0362,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP)- Series 61 (1927 Days)- Regular Plan- Income Distribution Cum Capital withdrawal option,,,12.0361,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 64 (1169 Days) - Direct Plan - Growth,,,11.8579,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 64 (1169 Days) - Direct Plan - IDCW Payout,,,11.858,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 64 (1169 Days) - Regular Plan - Growth,,,11.8216,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 64 (1169 Days) - Regular Plan - IDCW Payout,,,11.8216,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 66 (1361 Days) - Direct Plan - Growth,,,12.1059,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 66 (1361 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,12.106,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 66 (1361 Days) - Regular Plan - Growth,,,12.0672,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 66 (1361 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,12.0672,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 67 (1467 Days) - Direct Plan - Growth,,,12.0632,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 67 (1467 Days) - Direct Plan - IDCW Payout,,,12.0632,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 67 (1467 Days) - Regular Plan - Growth,,,12.0252,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 67 (1467 Days) - Regular Plan - IDCW Payout,,,12.0256,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 68 (1302 Days) - Direct Plan - Growth,,,11.9333,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 68 (1302 Days) - Direct Plan - IDCW Payout,,,11.9369,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 68 (1302 Days) - Regular Plan - Growth,,,11.8972,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 68 (1302 Days) - Regular Plan - IDCW Payout,,,11.8971,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 60 (1878 Days) - Regular Plan - Growth,,,11.9989,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 55 (1849 Days) - Direct Plan - Growth,,,12.1294,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 60 (1878 Days) - Direct Plan - Income Distribution cum Capital Withdrwal Option (IDCW),,,12.0461,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 6 (3668 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,15.4585,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 55 (1849 Days) - Regular Plan - Growth,,,12.0781,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 55 (1849 Days) - Regular Plan - Income Distribution Cum Capital Withdrawal Option (IDCW),,,12.0781,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 56 (1232 Days) - Direct Plan - Growth,,,11.9605,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 56 (1232 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,11.9605,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 56 (1232 Days) - Regular Plan - Growth,,,11.9118,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 56 (1232 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,11.9118,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 57 (1835 Days) - Direct Plan - Growth,,,12.0441,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 57 (1835 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,12.044,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 57 (1835 Days) - Regular Plan - Growth,,,11.9941,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 57 (1835 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,11.9944,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days) - Direct Plan - Growth,,,12.1462,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days) - Direct Plan - Income Distribution cum Capital withdrawal option (IDCW),,,12.1463,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days) - Regular Plan - Growth,,,12.0976,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days) - Regular Plan - Income Distribution cum Capital withdrawal option (IDCW),,,12.0976,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days) - Direct Plan - Growth,,,12.0116,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,12.0107,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days) - Regular Plan - Growth,,,11.9658,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,11.9658,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 6 (3668 Days) - Direct Plan - Growth,,,15.676,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 6 (3668 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,,15.6762,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 6 (3668 Days) - Regular Plan - Growth,,,15.4556,,,2025-03-17,
,SBI Fixed Maturity Plan (FMP) - Series 60 (1878 Days) - Direct Plan - Growth,,,12.0458,,,2025-03-17,
,Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Regular Plan - Growth,,,23.3806,,,2025-03-17,
,Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,,22.7457,,,2025-03-17,
,Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Direct Plan - Growth,,,23.8976,,,2025-03-17,
,Motilal Oswal BSE Low Volatility ETF,,,33.9077,,,2025-03-17,
,Motilal Oswal BSE Quality ETF,,,168.6425,,,2025-03-17,
,Motilal Oswal Nasdaq 100 ETF (MOFN100),,,167.928,,,2025-03-17,
,Motilal Oswal Nasdaq Q50 ETF,,,69.5828,,,2025-03-17,
,Motilal Oswal Nifty 200 Momentum 30 ETF,,,54.4489,,,2025-03-17,
,Motilal Oswal Nifty 5 year Benchmark G-sec ETF,,,59.4094,,,2025-03-17,
,Motilal Oswal Nifty 50 ETF,,,231.5702,,,2025-03-17,
,Motilal Oswal Nifty 500 ETF,,,20.4978,,,2025-03-17,
,Motilal Oswal Nifty 500 Momentum 50 ETF,,,44.7463,,,2025-03-17,
,Motilal Oswal Nifty Capital Market ETF,,,29.6053,,,2025-03-17,
,Motilal Oswal Nifty India Defence ETF,,,62.1311,,,2025-03-17,
,Motilal Oswal Nifty Midcap 100 ETF,,,51.9347,,,2025-03-17,
,Motilal Oswal Nifty Realty ETF,,,79.6504,,,2025-03-17,
,Motilal Oswal Nifty Smallcap 250 ETF,,,14.158,,,2025-03-17,
,CPSE ETF,,,81.7332,,,2025-03-17,
,Nippon India ETF BSE Sensex,,,837.8884,,,2025-03-17,
,Nippon India ETF BSE Sensex Next 50,,,76.6469,,,2025-03-17,
,Nippon India ETF Hang Seng BeES,,,386.6497,,,2025-03-17,
,Nippon India ETF Nifty 100,,,241.1954,,,2025-03-17,
,Nippon India ETF Nifty 1D Rate Liquid BeES - DAILY IDCW Option,,,1000.0,,,2025-03-17,
,Nippon India ETF Nifty 5 yr Benchmark G-Sec,,,59.8756,,,2025-03-17,
,Motilal Oswal BSE Healthcare ETF,,,40.1211,,,2025-03-17,
,Nippon India ETF Nifty 50 BeES,,,251.9539,,,2025-03-17,
,Motilal Oswal BSE Enhanced Value ETF,,,90.1311,,,2025-03-17,
,Mirae Asset S&P 500 Top 50 ETF,,,45.4795,,,2025-03-17,
,Mirae Asset ESG Sector Leaders ETF,,,37.9236,,,2025-03-17,
,Mirae Asset Nifty 100 Low Volatility 30 ETF,,,183.3257,,,2025-03-17,
,Mirae Asset Nifty 1D Rate Liquid ETF - Growth,,,1022.6924,,,2025-03-17,
,Mirae Asset Nifty 1D Rate Liquid ETF-IDCW,,,1000.0,,,2025-03-17,
,Mirae Asset Nifty 200 Alpha 30 ETF,,,21.1071,,,2025-03-17,
,Mirae Asset Nifty 50 ETF,,,240.6009,,,2025-03-17,
,Mirae Asset Nifty 8-13 yr Gsec ETF,,,28.0708,,,2025-03-17,
,Mirae Asset Nifty Bank ETF,,,487.3417,,,2025-03-17,
,Mirae Asset Nifty EV and New Age Automotive ETF,,,25.916,,,2025-03-17,
,Mirae Asset Nifty Financial Services ETF,,,24.1103,,,2025-03-17,
,Mirae Asset Nifty India Manufacturing ETF,,,128.4336,,,2025-03-17,
,Mirae Asset Nifty India New Age Consumption ETF,,,10.0141,,,2025-03-17,
,Mirae Asset Nifty IT ETF,,,37.1513,,,2025-03-17,
,Mirae Asset Nifty Metal ETF,,,8.8554,,,2025-03-17,
,Mirae Asset Nifty Midcap 150 ETF,,,18.2887,,,2025-03-17,
,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF,,,41.4021,,,2025-03-17,
,Mirae Asset Nifty Next 50 ETF,,,605.5342,,,2025-03-17,
,Mirae Asset Nifty PSU Bank ETF,,,57.6428,,,2025-03-17,
,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,,,39.3036,,,2025-03-17,
,Mirae Asset Nifty500 Multicap 50:25:25 ETF,,,13.9284,,,2025-03-17,
,Mirae Asset NYSE FANG + ETF,,,103.531,,,2025-03-17,
,Mirae Asset Silver ETF,,,98.2073,,,2025-03-17,
,Mirae Asset Hang Seng TECH ETF,,,21.8646,,,2025-03-17,
,Nippon India ETF Nifty 50 Shariah BeES,,,477.9532,,,2025-03-17,
,Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt,,,27.6997,,,2025-03-17,
,SBI Nifty50 Equal Weight ETF,,,28.1481,,,2025-03-17,
,SBI Silver ETF,,,98.8792,,,2025-03-17,
,Shriram Nifty 1D Rate Liquid ETF - Growth,,,1043.4136,,,2025-03-17,
,Tata Nifty 50 Exchange Traded Fund,,,240.9129,,,2025-03-17,
,Tata Nifty India Digital Exchange Traded Fund,,,81.0806,,,2025-03-17,
,Tata Nifty Private Bank Exchange Traded Fund,,,248.3864,,,2025-03-17,
,Tata Silver Exchange Traded Fund,,,9.8053,,,2025-03-17,
,UTI - BSE Sensex Next 50 Exchange Traded Fund,,,78.1161,,,2025-03-17,
,UTI Nifty Next 50 Exchange Traded Fund,,,63.2791,,,2025-03-17,
,UTI BSE Sensex ETF,,,807.3389,,,2025-03-17,
,UTI Nifty 10 yr Benchmark G-Sec ETF,,,24.9778,,,2025-03-17,
,UTI Nifty 5 yr Benchmark G-Sec ETF,,,60.2717,,,2025-03-17,
,UTI Nifty 50 ETF,,,245.1684,,,2025-03-17,
,UTI Nifty Bank ETF,,,49.5091,,,2025-03-17,
,UTI Nifty IT ETF,,,368.6664,,,2025-03-17,
,UTI Nifty Midcap 150 Exchange Traded Fund,,,181.1544,,,2025-03-17,
,UTI Silver Exchange Traded Fund,,,98.72,,,2025-03-17,
,Zerodha Nifty 100 ETF,,,9.4889,,,2025-03-17,
,Zerodha Nifty 1D Rate Liquid ETF - Growth Option,,,107.5625,,,2025-03-17,
,Zerodha Nifty Midcap 150 ETF,,,8.9347,,,2025-03-17,
,ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA DIRECT GROWTH,,,18.95,,,2025-03-17,
,SBI Nifty Private Bank ETF,,,245.0857,,,2025-03-17,
,Nippon India ETF Nifty 50 Value 20,,,139.9437,,,2025-03-17,
,SBI Nifty Next 50 ETF,,,628.6096,,,2025-03-17,
,SBI Nifty Consumption ETF,,,105.7222,,,2025-03-17,
,Nippon India ETF Nifty Bank BeES,,,495.9621,,,2025-03-17,
,Nippon India ETF Nifty Dividend Opportunities 50,,,72.2762,,,2025-03-17,
,Nippon India ETF Nifty India Consumption,,,114.1572,,,2025-03-17,
,Nippon India ETF Nifty Infrastructure BeES,,,821.2119,,,2025-03-17,
,Nippon India ETF Nifty IT,,,39.0307,,,2025-03-17,
,Nippon India ETF Nifty Midcap 150,,,185.4441,,,2025-03-17,
,Nippon India ETF Nifty Next 50 Junior BeES,,,634.6814,,,2025-03-17,
,Nippon India ETF Nifty PSU Bank BeES,,,64.1192,,,2025-03-17,
,Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight,,,128.7318,,,2025-03-17,
,Nippon India Nifty Auto ETF,,,211.5474,,,2025-03-17,
,Nippon India Nifty Pharma ETF,,,21.1387,,,2025-03-17,
,Nippon India Silver ETF,,,96.6485,,,2025-03-17,
,Quantum Nifty 50 ETF,,,2436.5241,,,2025-03-17,
,SBI BSE 100 ETF,,,256.2572,,,2025-03-17,
,SBI BSE SENSEX ETF,,,812.3516,,,2025-03-17,
,SBI BSE Sensex Next 50 ETF,,,783.8716,,,2025-03-17,
,SBI Nifty 10 yr Benchmark G-Sec ETF,,,247.5983,,,2025-03-17,
,SBI NIFTY 1D Rate ETF,,,1000.0,,,2025-03-17,
,SBI Nifty 200 Quality 30 ETF,,,196.7134,,,2025-03-17,
,SBI Nifty 50 ETF,,,238.1539,,,2025-03-17,
,SBI Nifty Bank ETF,,,491.9269,,,2025-03-17,
,SBI Nifty IT ETF,,,389.5901,,,2025-03-17,
,ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA REGULAR GROWTH,,,17.08,,,2025-03-17,
,Mirae Asset BSE Sensex ETF,,,75.2283,,,2025-03-17,
,Mirae Asset BSE 200 Equal Weight ETF,,,11.3344,,,2025-03-17,
,HDFC BSE 500 ETF - Growth Option,,,32.4482,,,2025-03-17,
,HDFC BSE Sensex ETF - Growth Plan,,,82.6774,,,2025-03-17,
,HDFC NIFTY 100 ETF - Growth Option,,,23.4399,,,2025-03-17,
,HDFC NIFTY 1D RATE LIQUID ETF GROWTH,,,1002.5129,,,2025-03-17,
,HDFC NIFTY 50 ETF - Growth Plan,,,249.288,,,2025-03-17,
,HDFC NIFTY Bank ETF - GROWTH,,,49.2851,,,2025-03-17,
,HDFC NIFTY GROWTH SECTORS 15 ETF - Growth Option,,,109.1991,,,2025-03-17,
,HDFC NIFTY IT ETF - Growth option,,,37.492,,,2025-03-17,
,HDFC NIFTY Midcap 150 ETF - Growth Option,,,18.1603,,,2025-03-17,
,HDFC NIFTY NEXT 50 ETF - Growth Option,,,60.1033,,,2025-03-17,
,HDFC NIFTY Private Bank ETF - Growth Option,,,24.4557,,,2025-03-17,
,HDFC NIFTY PSU BANK ETF,,,57.9425,,,2025-03-17,
,HDFC NIFTY Smallcap 250 ETF - Growth Option,,,142.0703,,,2025-03-17,
,HDFC NIFTY100 Low Volatility 30 ETF - Growth Option,,,18.2993,,,2025-03-17,
